"fact","id"
"an  alloy  is made of two or more metals","0e62-579f-977d-4046"
"the Earth's atmosphere  is made of 78 percent nitrogen     by mass","18df-4496-f1cf-d9b1"
"brass  is made of  copper and zinc","4daa-873d-0753-0b46"
"a  burner  is made of  metal","7750-9e0a-ea70-dbc3"
"a  canyon  is made of  rock","9752-f5f1-f7af-ff0e"
"carbohydrates  are made of  sugars","93e8-b9fd-8d3a-5601"
"clouds  are made of  water vapor; rain droplets","9084-fc84-0b6a-a720"
"a  community  is made of many types of organisms     in an area","aeb7-e5f7-0e84-12fd"
"a  complex machine  is made of more than one simple machine","1127-1d6b-54d0-d6ec"
"the  continental shelf  is made of  sediment","6082-9118-c751-6e77"
"Earth  is made of  rock","7b54-c9f1-86da-860b"
"Earth's surface  is made of  rock","4e22-86f8-32a0-7375"
"electrical signals  are made of  electrical energy","9fdf-4f3f-bffe-4d9e"
"electricity  is made of  moving charges; moving charged particles","6952-5428-3a54-cea9"
"ethanol sometimes is made of  corn","3d75-5f69-8d42-ccec"
"an  eyeglass lens is often made of  glass","d298-28e7-40fc-3b25"
"a  food web  is made of  organisms     that consume other organisms; that produce their own food","5b69-37eb-8085-8e85"
"furniture often is made of  wood","9486-6e1f-f8b7-e8b8"
"a  glacier  is made of  ice","b901-aa66-c858-54e7"
"a  glacier  is made of a large buildup of ice; snow","45f8-9d9a-e897-a211"
"the  heart is mostly made of  muscle","2873-6fdd-acf5-f314"
"iron nails  are made of  iron","b9dd-961e-269e-aa5d"
"light bulb filaments  are made of  tungsten     usually","7c54-4231-0b22-1768"
"light pollution  is made of  light","d780-ac6a-0037-1b59"
"a  living thing  is made of  cells","6f96-e0e9-ed70-4dbc"
"a  magnet is often made of  magnetic metals; ferromagnetic metals","1389-2bb5-b15b-83a7"
"materials  are made of  matter","4cf8-b1e2-9544-c98c"
"matter  is made of  molecules","e2d6-bafd-aaaa-efd3"
"matter; materials; substances  are made of  atoms; particles","1758-a1b7-4083-9e99"
"metal fork  is made of  metal for eating","dc33-a410-c511-acad"
"a  mountain  is made of  rocks; soil","08ba-3817-d41e-1db2"
"nerves  are made of  nerve cells","cdba-a39e-8a33-7324"
"a  nest  is made of  branches","72f9-9ce2-3aae-5fc6"
"a  newspaper  is made of  paper","674c-94e4-e533-3536"
"objects  are made of  materials; substances; matter","80a3-454d-e8e0-3de2"
"odor  is made of  gas","1baf-ecbe-1359-5aed"
"an  organism  is made of  organic matter","4a84-1ddc-0a0c-3839"
"a  paper clip is often made of  magnetic metals; ferromagnetic metals","4e29-cc71-c464-bcb5"
"peat  is made of  decaying vegetation    compacted by soil in a swamp over a long period of time","63dd-a852-6c17-7b9a"
"a  plain  is made of  a flat land surface","cc01-9fbb-f4cc-3fb0"
"a  plant  is made of  plant cells","1e1d-6ed6-25e3-5f30"
"a  plastic spoon  is made of  plastic","8b02-862f-518d-c59b"
"a  population  is made of one type of organism     in an area","6937-c405-6853-efb2"
"pot;pan;frying pan  is made of  metal for cooking","a955-8642-4044-5a48"
"a  quartz  is made of six-sided transparent crystals","8d0a-7ce6-0ab0-d9f0"
"a  diamond  is made of face-centered cubic crystals","0077-cc92-85d1-3b4a"
"the  rainbow  is made of all different colors     in visible light","f5f9-0163-0873-51ba"
"a  riverbank  is made of  soil","ef09-d826-3c2b-205c"
"rock  is made of  minerals","434b-e8da-e5c7-d52e"
"a   rubber eraser  is made of  rubber","45f8-aa77-a322-62d5"
"sand  is made of very small rocks; minerals","6bdb-a6bb-4fe3-15cc"
"sand  is made of small particles","2651-d09d-1434-a5a6"
"sand dunes  are made of  sand","6424-1a31-0f40-5b1b"
"sandpaper  is made of  sand    glued to the surface of paper","15aa-4b8f-b148-a827"
"sedimentary rocks  are made of small particles","07cd-40e2-cfed-90ab"
"skeletal system  is made of  bones","1868-9bad-b9cc-1302"
"sleeping bags usually are made of  insulators","5061-4f39-030f-89fa"
"sleet  is made of  ice","2dfb-6788-d488-9db9"
"society  is made of  humans","ab30-97e0-586f-d18a"
"a  soda can  is made of  aluminum","1e72-b6e0-1d37-50bc"
"soil  is made of very small rocks; minerals","17a3-86be-a2ea-bdb8"
"soil  is made of  solid particles","cb4c-e3f2-22b6-3fa4"
"a  solution  is made of  one substance dissolved in another substance","f688-9579-bfb6-61d1"
"a  spoon sometimes is made of  metal","13cc-db5a-cd32-130d"
"a  star  is made of  gases","4916-83af-ba89-9fc8"
"substances  are made of  matter","3395-b5a2-ae2d-39c2"
"sunlight  is made of all colors     in the rainbow","d021-8931-f6a6-1ede"
"the  surface of the Earth  is made of 70% ocean","eacd-3358-450a-87db"
"a  thermal conductor  is made of  thermal conductive materials","a49d-0411-7e72-17d8"
"waves  are made of  moving water","fb40-15de-e88b-9743"
"a  wax crayon  is made of  wax","cfdd-9d59-af2b-ed66"
"a  wire is usually made of  metal","5b47-bd0e-73fe-67d6"
"water  is made of  hydrogen and oxygen","d3bf-21a7-2800-5223"
"a  compound  is made of two or more elements    chemically combined","6bb0-ea31-6fee-5e77"
"sodium chloride is always made of chemically combined chlorine and sodium","44d0-0720-a568-afe0"
"pliers  are made of two levers for gripping","d238-f016-b9bb-dfd1"
"a  car fender is sometimes made of  metal","63cd-d7c5-b284-029b"
"organs  are made of different types of  cellular tissues","77c1-521e-9130-94a2"
"different cellular tissues  are made of different types of  somatic cells","201e-2c79-1f50-1838"
"the  polar ice caps  are made of  ice","cb0f-c249-986a-bc7c"
"the Earth's atmosphere  is made of 23.133 percent oxygen     by mass","52a9-1c58-ae78-1d67"
"the Earth's atmosphere  is made of 1.288 percent argon     by mass","67f7-1d8d-dcef-b743"
"the Earth's atmosphere  is made of .036 percent carbon dioxide     by volume","b110-974a-3fbc-a21a"
"the Earth's atmosphere  is made of 0 to 4 percent hydrogen; water vapor     by volume","7051-de21-70b0-8c49"
"iron sulfide  is made of  iron and sulfur","699d-ec21-19ff-80f4"
"a  mixture usually is made of  objects with different physical properties","5572-97eb-29f1-0977"
"the  nucleus of an atom is usually made of both protons and neutrons","9b34-00dc-73a7-2307"
"organisms  are made of  carbon","ef5d-99f7-4dcc-592e"
"a  molecule  is made of  atoms    chemically combined; bonded","d227-791c-6134-8fba"
"nails are often made of  iron","1141-2506-451f-587c"
"an  atom  is made of  protons; neutrons; electrons","b5fd-9d86-c99e-9a4e"
"a  galaxy  is made of  a group of objects     in space","b39f-7795-d174-4d35"
"a  molecule of water  is made of  2 hydrogen atoms and 1 oxygen atom","2466-9bd7-3d00-1e20"
"a  wolf pack  is made of  wolves","8529-b309-ee32-2856"
"a  candle  is made of  wax","8c75-dd2b-295a-5625"
"a  hydrocarbon molecule  is made of  hydrogen and carbon    chemically combined","cd58-1219-7d4f-71dc"
"iron oxide; rust; Fe2O3  is made of  iron and oxygen","8d45-f6e2-c035-067b"
"sugar  is made of  sugar crystals","29ee-f641-fe14-04fb"
"a  lichen  is made of  fungi and green algae     in a symbiotic relationship","ef7b-e31b-e0e1-a111"
"a  symbiotic organism  is made of two or more organisms     in a symbiotic relationship","e18d-5411-b779-abaa"
"a  pure substance  is made of only one kind of atom; molecule","d38e-61cd-ac13-a3be"
"the  Earth's core  is made of primarily iron","7471-f43d-ac87-6a89"
"a  galaxy  is made of  stars","220e-8d69-4cdf-e5e8"
"a  research team  is made of  humans","6f3e-e326-086d-9541"
"nonliving things are not made of  cells","0771-81b9-a81c-a57c"
"a  comet is often made of  ice","ba0f-5df6-2599-9eef"
"the four planets closest to the sun  are made of  rock","21c4-9c19-042e-6357"
"the four planets farthest from the sun  are made of  gas","538f-8b35-7668-2fbf"
"biological kingdoms  are made of  organisms","1013-e34e-868a-6525"
"an  object  is made of  its parts","21c4-0d4f-7e3c-12f6"
"white light  is made of all colors of visible light    combined","cf4a-23f5-6f7a-ad27"
"the compounds that make up ocean water  are made of mostly oxygen","cf5a-2e64-97f9-f60f"
"a  fossil is not usually made of  skin","7b91-36a7-164a-be49"
"a  multicellular organism  is made of many cells","b500-c807-29eb-78d5"
"foam; bubble  is made of  pockets of gas trapped in a liquid or solid","ae1c-e111-1ba1-dd20"
"an  organ system  is made of different parts of the body     working together","6b71-a4bc-f32c-e206"
"meat  is made of  amino acids","f606-6885-c29d-ee74"
"living things  are made of  organic molecules","ad91-dd18-db73-37d6"
"a  bicycle  is made of  levers, wheels and axles, pulleys, and screws","50be-644b-a1be-7fb1"
"a  nebula  is made of  hydrogen gas and dust","ef73-b888-5dc2-0888"
"lemonade  is made of  water, lemon juice, and sugar","b4ae-6412-4e0b-76cd"
"metals  are made of  metal","15c9-5f99-7bb2-6d57"
"boots often are made of  rubber","5a53-6ff4-8f61-7afe"
"gloves often are made of  rubber","5a75-9071-6286-9951"
"proteins  are made of a chain of 20 amino acids","8f6f-b765-8298-2ac5"
"DNA  are made of two sequences of nucleotides     linked together","9a8c-9e9d-2f7d-537e"
"RNA often are made of one sequence of nucleotides","86cc-3b05-0c1c-80d4"
"genes  are made of  DNA","9b09-fb29-9b1b-d5fb"
"composite materials  are made of  two more more materials","8501-bc16-6056-8cc6"
"ice cube  is made of  ice","2c7a-314b-2dd8-2290"
"chromosome  is made of  DNA","f58e-81b5-41d1-9284"
"some lenses  are made of  plastic","d657-afe4-020d-c1d0"
"a  window  is made of  glass","1c2d-a346-dcff-c7a5"
"a  hammer often is made of  metal","ad82-82a5-0304-0dbc"
"a  screwdriver often is made of  plastic","69a0-8e2e-8939-96fb"
"a  balloon  is made of  rubber","2846-67c6-d5dd-3a32"
"a  beach ball  is made of  rubber","4e5a-7bc2-924a-0d45"
"a  sugar cube  is made of  sugar","6ad4-9728-128f-ca20"
"substances  are made of  elements","7c7a-5e8a-8959-04d6"
"salt  is made of  salt crystals","325f-76df-b90f-5430"
"fiberglass  is made of  glass and plastic","364e-ee85-a7a3-2ed2"
"bricks often are made of  clay","4a86-4c2e-d344-45aa"
"solar cells often are made of  silicon","4ec0-b548-a2c5-73c1"
"computer chips often are made of  silicon","bb9f-a2b3-9f0e-3232"
"snacks often are made of more than one substances","aa5e-d03f-5978-7026"
"fruit salad often is made of   fruit","f083-819f-4cc4-3f6c"
"iron filings  are made of  small pieces of iron","220c-4dd1-0a7c-8792"
"atoms  are made of  particles","d69e-2e8c-6faf-7c1d"
"substances  are made of  molecules","1f87-3d79-4268-86d2"
"magnesium fluoride; MgF2  is made of  magnesium metal and fluorine","af36-d622-d2f3-3332"
"the  continental crust  is made of  rock","7f69-08d0-d06c-d831"
"organisms  are made of organic compounds","da2d-6850-c952-aaf1"
"organic compounds mainly are made of  carbon; hydrogen; oxygen; nitrogen","4bc4-153f-1e76-5bb4"
"wood chips  are made of  wood","34de-dd35-5026-b2c1"
"a  garbage can  is made of  metal","2c99-5f29-91ed-1d2d"
"calcium carbonate  is made of  calcium, carbon, and oxygen","da47-7e63-b857-991e"
"ammonia  is made of  nitrogen and hydrogen","f6c3-31ba-3015-8326"
"a  wooden log  is made of  wood","fcc1-b61f-87c5-e847"
"salt water  is made of  salt and water","2dc4-77ae-55ce-4264"
"an  indicator  is made of  litmus paper","ff23-001d-0619-c1b5"
"an  iron chain  is made of  iron","2035-bfb0-7672-2184"
"an  element  is made of one kind of atoms","07ab-6aed-2ab3-9846"
"oxygen gas  is made of only  oxygen element","0296-03e1-9824-7c18"
"organic compounds  are made of  carbon chains    with other elements attached to it","1b69-2d4b-4748-b6c1"
"all living and nonliving materials  are made of  elements","26c3-b15b-f5be-8d69"
"sugar  is made of  carbon, hydrogen, oxygen","4af3-2008-2732-2547"
"hydrogen chloride  is made of  hydrogen and chlorine","d128-41fe-4cf0-5109"
"sodium carbonate  is made of  sodium, carbon, oxygen","8f00-6ef2-846b-67ff"
"hydrochloric acid  is made of  hydrogen chloride    dissolved in water","a718-0c28-7b7f-0888"
"cirrus clouds  are made of  ice crystals","1b1a-b18a-58a9-bd2c"
"carbohydrates  are made of  glucose molecules    bonding together","0962-cd10-4a15-81a4"
"a  toaster  is made of a heating element for toasting","bf61-e734-bdfa-d29a"
"sunlight  is made of  ultraviolet, infrared, and visible light","78fa-2af9-0a4b-0688"
"visible light  is made of  lights of different colors     including violet, blue, green, yellow, orange, red light","34f3-92ba-d499-92d5"
"light  is made of  photons","9c83-1db2-9a50-f99a"
"Saturn's rings  are made of  ice and rock","1675-de16-74a0-277b"
"some lenses  are made of  glass","0422-48af-5034-1f72"
"a  prism  is made of  glass","096f-f1e8-775b-069d"
"the  sun  is made of  hydrogen and helium","1572-7435-ca51-53b2"
"new solar systems  are made of  dust and gas","774a-cf9f-8a9a-8748"
"a  solar panel  is made of  solar cells","432f-babd-5745-f060"
"a  cluster of stars  is made of  stars","7c7a-4994-dd79-0ff6"
"an  asteroid  is made of  rock and metal","5176-3fa3-1864-7af6"
"a  comet  is made of  ice, gases, and dust","1e83-a2f6-f1a7-08d0"
"objects generally are made of  ice     in the Kuiper Belt","4888-cd90-6a60-b6cc"
"objects generally are made of  ice     in the Oort Cloud","5e95-e427-f58b-12a4"
"the  atmosphere of Jovian planets  are made of  helium and hydrogen","31b0-8e60-a422-d200"
"plant parts  are made of  plants","ed05-7140-7262-f394"
"glass  is made of  sand","3b79-b655-0b5c-8149"
"tires generally are made of  rubber","f464-751c-6b65-e7b5"
"cardboard boxes  are made of  cardboard","1750-6996-407d-4377"
"glass bottles  are made of  glass","2d2a-8cc1-f077-b8a3"
"paper cups  are made of  paper","8ed2-49e1-4871-d2db"
"plastic tape  is made of  plastic","ce7a-114f-df9f-ef90"
"the  hydrosphere  is made of  water","3621-aa38-4c17-daee"
"the  lithosphere  is made of  rocks","d2cd-276c-94e5-8b01"
"ceramic tiles  are made of  ceramic","6e94-8c7a-6c3d-4c22"
"a  single-celled organism  is made of only one cell","eae6-6cb1-797a-dd95"
"the  atomic mass  is made of  the number of protons and neutrons","b770-254b-54ed-7b47"
"a  rubber brush  is made of  rubber","75a9-0bfd-4d9f-166c"
"a  molecule of oxygen  is made of two oxygen atoms    chemically combined","161d-e118-5265-ca7c"
"the  structure of an atom  is made of  a massive nucleus    surrounded by electrons","c79f-d1c0-fac6-daf1"
"limestone  is made of  calcium carbonate","496d-aaff-52fb-1417"
"the  oceanic crust mainly is made of  basalt","cd15-e19f-13ce-38db"
"the  continental crust mainly is made of  granite","371f-672e-9353-327d"
"humus  is made of  dead plants; dead animals","25ca-113e-fd20-fb52"
"the  driveway sometimes is made of  rocks","9b8b-d508-1009-00ed"
"sandstones  are made of  sand","0ec8-fdcb-9b14-976c"
"a  fossil record  is made of a group of fossils    arranged in order","69b7-31d6-34ef-cdb1"
"the  outer core of Earth  is made of  liquid molten iron and nickel","3120-b4c5-9895-c03a"
"the  inner core of Earth  is made of  solid mixture of iron and nickel","94c6-2356-6177-9cd0"
"carbon dioxide can be made of  carbon and oxygen    chemically combined","239b-02c3-400f-0319"
"a  plastic bag  is made of  plastic","3e43-1ce3-7ea9-47a4"
"a  metal can  is made of  metal","3e40-ab00-6f9a-4408"
"mud  is made of  soil and water","1c73-5676-29bb-8331"
"a  process  is made of a series of actions","850f-2221-d5ef-26e5"
"dough  is made of  sugar, butter, flour and salt","0338-0a89-946d-e6e5"
"wood boards  are made of  wood","eeb1-af71-fb8d-a499"
"a  streak plate  is made of  tile","c334-3e9a-cb63-b032"
"climate is the usual kind of weather     in a location over a period of time","1dba-dc42-8ca9-0ab2"
"rainfall is the amount of rain an area receives","f2a1-5807-2b1e-fef3"
"speed is a measure of how fast an object is moving","87c6-f5c1-2d8f-e14a"
"altitude is the  distance   from the ground to an object in the sky","fb85-28a2-6923-fc43"
"humidity is the amount of water vapor; moisture     in the air; in the atmosphere","1c42-416a-fc92-2b03"
"temperature is a measure of heat energy","d753-423d-5ce7-53ce"
"thickness is  a measure of how thick an object  is","cd12-aac7-4181-607b"
"height is a measure of length   from the top of an object to the bottom of an object","833b-2c13-d01b-2ac2"
"streak is a measure of the color of a mineral    below the surface or as a powder","5f16-d62c-3e05-6719"
"length is a measure of distance   from one end of an object to the other end of that object","067d-1aca-bec2-8141"
"speed is a measure of distance travelled by an object    over time; divided by time; per unit of time","b753-a285-8304-024a"
"distance is a measure of space   from one location to another location","8bae-a97c-319c-53f2"
"speed is a measure of the time it takes  to complete a task","a673-653b-9cde-f39c"
"slope is a measure of the difference in elevation   between one part of the land and another part of the land","a72b-b781-e72f-5fc8"
"elevation is a measure of  the height above the sea level","2168-c389-224e-2ee9"
"diameter is a measure of length through the center of a circle","8c47-06f1-9f0f-10c4"
"density is a measure of mass of an object    over volume; divided by volume","8d85-3a9e-2f98-5a9b"
"distance moved; distance travelled is a measure of how far an object moves","27bc-337b-3807-6f55"
"tidal range is a measure of the vertical distance   from high tide to low tide","4b4a-63a2-a913-8b18"
"mass is a measure of the amount of matter in an object","6dd3-883b-2639-04d5"
"population is a measure of the number of a species    in an environment","f274-b61a-7bc7-123e"
"potential energy is a measure of the energy of an object    due to position relative to other objects","b7c8-a816-2ceb-d787"
"work is a measure of the product of force and distance","dcf5-861f-9ab6-f238"
"class is a measure of how a rock is formed","7bb2-b9de-1f81-ba85"
"a ratio is a measure of one measure     over another measure; divided by another measure","59b1-b277-645d-cf94"
"a ratio is a measure of  one value  divided by   another value","a9ed-5fe0-2a1b-aae4"
"velocity is a measure of a speed in a direction","9b53-8b62-61f9-9e1a"
"pH is a measure of acidity of a substance    ranging from 0 to 14","9083-5c1f-6f3f-8673"
"map scale is a measure of ratio of the distance on map    over actual distance; divided by actual distance","82d0-d492-924c-e9f9"
"gravitational potential energy is a measure of the product of weight and height","d528-c628-11e3-be54"
"weight is a measure of the force of the gravity on the mass    of an object","c03f-fad3-ae99-57e3"
"inertia is a measure of resistance of a change    in motion","0837-5940-a40a-32b8"
"conductivity is a measure of how easily electricity travels   through a material","1031-4f5c-378d-d7a2"
"weather is  a measure of the condition of the air     in a place at a certain time","57fd-acee-2c8e-be92"
"speed is  a measure of how fast the wave passes  the medium","c999-1159-e330-fb03"
"amplitude is  a measure of the loudness of the sound wave","71ea-638a-0dde-b020"
"decibel level is  a measure of the loudness of the sound","8b61-1228-3772-e940"
"temperature is a measure of kinetic energy of molecules","4be1-14fa-5a9c-0444"
"astronomical unit is a measure of  distance  between Earth and the Sun","56a7-5ac7-c538-2759"
"light year is a measure of the distance light travels   in one year","8529-317a-ba9f-b990"
"hardness is a measure of a mineral's ability to resist scratching","a6b1-8a48-8882-cdfd"
"apparent magnitude is a measure of the brightness of a celestial object; celestial body    as observed on Earth","1bae-622f-4093-d6da"
"turbidity is a measure of the safety of; the health of water; a river system","566a-b817-d6e3-ac67"
"volume is a measure of the size of an object    by multiplying the length, width, and height of the object","19c2-c24b-e693-d22e"
"nitrate levels is a measure of the health of a river system","0bae-2d29-b100-5498"
"joule is a measure of energy","1109-bfd6-4dac-d2f4"
"Tommy is a name for a","6f80-7e87-5ec0-a78c"
"Jonny is a name for a","f2a0-5d6b-ff93-de36"
"Anna is a name for a","0b5d-4e2a-0397-cd4c"
"Paul is a name for a","51d2-d71a-d3ca-2f10"
"Rachel is a name for a","0057-a547-0990-9dc8"
"John is a name for a","faf4-fd1f-ae95-66ac"
"Isabel is a name for a","a93d-b434-9199-5025"
"an increase is the opposite of  a decrease","bfdf-b468-ee22-1b60"
"an insulator is the opposite of  a conductor","9493-f99f-c366-f5bc"
"below is the opposite of  above","cabb-556b-730d-bbc7"
"changed is the opposite of  unchanged","2dc2-c468-20d4-4a8d"
"dark is the opposite of  light","f487-43a6-3837-b86b"
"definite is the opposite of  variable","b3e1-3703-6490-1530"
"different is the opposite of  the same","86bd-c659-9db3-f443"
"dimmer is the opposite of  brighter","67b1-cfae-5a8e-a28c"
"dying  is the opposite of living; surviving","6cac-66f1-b8ce-e7ea"
"far is the opposite of  close","769f-6117-1272-9b62"
"incomplete is the opposite of  complete","7f18-4f2c-c82d-c191"
"inherited characteristics are the opposite of  learned characteristics; acquired characteristics","1ad3-28d4-f347-46a4"
"keeping warm is the opposite of becoming  cold","7747-5d53-fc0d-16f3"
"larger; bigger is the opposite of  smaller","e5c0-79e6-37a7-4b77"
"less is the opposite of  more","f0c2-63b1-42a5-416b"
"reflecting light; sound is the opposite of absorbing light; sound","9f3b-6ec5-eb1c-178d"
"low is the opposite of  high","34f5-9386-edae-d952"
"made by humans; artificial is the opposite of  natural","5072-7d9d-63a0-5042"
"near; close is the opposite of  far; away","2fb5-7bf0-d5d7-3224"
"negative impact is the opposite of  positive impact","ed09-025e-89b8-d48f"
"nonliving; non-living; die is the opposite of  living; alive; live","3650-2d8d-42b9-299b"
"north is the opposite of  south","239f-1e40-536f-7447"
"poor health;bad health;unhealthy is the opposite of  good health;healthy","6567-a1de-cf55-de30"
"renewable is the opposite of  nonrenewable","3033-d050-eb10-b696"
"rough is the opposite of  smooth","65ea-394c-44cb-2b42"
"safe is the opposite of  unsafe; harm; danger","fd2d-7763-c40b-59a9"
"small is the opposite of  large","cdf2-1b98-7d70-6ea5"
"staying cool is the opposite of becoming hot","f402-34bf-e178-2a72"
"taking  is the opposite of giving; leaving","1e0d-885b-8ca3-3c13"
"toward is the opposite of  away","435c-2049-11ca-61c5"
"planting trees is the opposite of cutting down trees","aa7b-a050-ec29-97a1"
"warm-blooded is the opposite of  cold-blooded","4581-6e67-e838-1ec2"
"wet is the opposite of  dry","11df-b5ab-f051-1665"
"winter is the opposite of  summer","9fc2-699f-7287-fc0d"
"contract  is the opposite of expand","09ab-1fe4-7db0-b767"
"dominant is the opposite of  recessive","ca6e-a576-7f94-7a08"
"weaker is the opposite of  stronger","b8e7-97b0-ca29-0db6"
"heating  is the opposite of cooling","4ff6-2655-4ed2-3d73"
"able is the opposite of  unable","4630-65a4-caeb-799e"
"old is the opposite of  new","ac8e-c747-f74c-928c"
"unique is the opposite of  identical; same","9b87-dd15-0cc5-32aa"
"unique  is the opposite of  diverse","9b87-dd15-0cc5-32aa"
"a chemical property is the opposite of  a physical property","56a9-96f3-6c09-ee0c"
"identical is the opposite of  diverse","5689-a3ff-212f-560a"
"identical is the opposite of  different","5689-a3ff-212f-560a"
"unbalanced is the opposite of  balanced","5da3-b9b2-ace6-b331"
"moving; mobile is the opposite of  stationary; unmoving","3b87-aadd-6723-ddc5"
"upward is the opposite of  downward","df45-5420-eef2-9250"
"settling in a liquid is the opposite of staying suspended in a liquid","1cbe-0fc1-11f2-06c9"
"fast is the opposite of  slow","e1d5-4ba6-128d-f294"
"break down  is the opposite of put together","05b3-5e9d-25de-4635"
"hot is the opposite of   cold","4707-1c98-c15a-62e1"
"apart is the opposite of  together","4d40-330a-709f-5400"
"compressing  is the opposite of expand","a2f0-32e5-81cf-11d6"
"cannot is the opposite of   can","21cc-a752-817a-961e"
"inability is the opposite of  ability","18c0-0f74-7911-179f"
"least is the opposite of  greatest","4794-cbb6-c9cc-fc39"
"settling below  is the opposite of floating","4188-c265-23fa-e470"
"hard is the opposite of  easy","9440-da2a-7db9-4b58"
"least is the opposite of  most","20ce-6e2d-5689-613b"
"reactive is the opposite of  unreactive","61a9-60c2-128e-8171"
"warm is the opposite of  cool","3e23-b8b4-9343-5c4f"
"chemical change is the opposite of  physical change","1fa7-be03-588e-ba38"
"subtraction is the opposite of  sum","fb2c-733d-0cc2-2d8b"
"positive charge is the opposite of  negative charge","57e7-6f90-8b6c-0671"
"feathers are a part of  a bird","4bd2-7739-d5e2-99a1"
"wings  are a part of  a bird","b21a-3021-19ab-1c80"
"a bone  is a part of  a body","d94b-7c3c-739f-0c31"
"a chromosome  is a part of  a cell","d974-9c2d-bc55-52cc"
"a computer room  is a part of  a factory","76b0-219e-7c21-48c6"
"eyes  are a part of  a human for seeing","ff3b-674b-328e-5e4f"
"reproduction is a part of  a life cycle","f52a-e0db-67f6-3752"
"glands that make milk  are parts of only a mammal","664f-5d6a-b1b8-6637"
"a riverbed is a part of  a river","4ac1-3c02-0e81-324b"
"a city  is a part of  a society","70d9-be39-5c85-8eb7"
"a large canopy usually is a part of an  adult tree","89c5-b875-494c-f260"
"a belly  is a part of  an animal","9974-cfaa-480e-5c6e"
"the amount of sugar in blood  is a part of  an animal's internal environment","a6d5-689b-a3d2-be73"
"a proton  is a part of  an atom; an element","3927-8f89-d676-6ab4"
"an engine  is a part of  an automobile","3c28-d2a7-4f05-ca25"
"a speedometer  is a part of  an automobile","9948-f6ec-f997-4905"
"organisms  are a part of  an environment","f7a7-6ffc-be3e-d21d"
"a brain is a part of an  animal","aa4b-35f5-0dc1-afbe"
"a face is often a part of an  animal","35ef-4ebe-9109-e5aa"
"fur is often part of an  animal","2f86-693e-7175-9932"
"the head  is a part of an  animal","309f-f563-d657-27c8"
"legs are usually a part of an  animal","0949-9caa-3b15-44cd"
"limbs  are part of an  animal","8091-5cea-a07b-4718"
"a liver  is a part of an  animal used in  digestion","a34e-7e20-4d9f-1540"
"a skeletal system  is a part of an  animal for providing support; providing shape; providing protection","23e8-c43f-6394-cd30"
"a skeletal system  is a part of an  animal","af66-465f-0191-efbd"
"skin is a part of an  animal; plant","75d4-d09a-466c-e258"
"animals  are a part of the biological kingdom Animalia","2b7f-8dd9-4753-a8f9"
"a toe  is a part of some animals","6fe3-7b99-2213-2484"
"a bone is a part of some animals","aea0-195f-c237-c935"
"layers of fat are often a part of  animals     that live in cold climates","4188-9584-ffec-75e5"
"a shell is a part of some animals","499d-e50e-b35d-35c2"
"shape is a part of  appearance","049d-aaac-9f21-da33"
"fins  are a part of  aquatic animals used for moving through water","dba6-6a33-ccd7-4653"
"fur is a part of a  bat","1b62-5339-14e0-cd72"
"sand is a part of a  beach","2f45-350f-6049-7f1a"
"seeds  are a part of   berries","68ec-a8a5-cd5a-02df"
"pedals  are part of a   bicycle for pedalling","ab36-04fe-8434-d4b1"
"a beak is a part of a  bird","5924-9c1d-0eaf-2a30"
"a claw is often part of a  bird","06bb-097d-8689-544f"
"blood  is part of the  body used for delivering oxygen from the lungs to the rest of the body","bf6a-4c9f-6234-8829"
"the brain is a part of the  body","b29a-9bdd-4596-0296"
"cells are a part of the  body","2167-5f58-b8bb-6a22"
"the esophagus  is a part of the  body","546f-b1fd-1583-d394"
"a hand  is a part of the  body","48a7-5d3b-ade1-3644"
"a heart is a part of the  body","a9a4-1a6c-b84b-528b"
"a nose  is a part of a  body","1548-3b52-24c7-3f2d"
"the lungs  are a part of the  body of an animal used for breathing air","d1c9-6993-fd7a-b8e9"
"a cactus spine  is a part of a  cactus for protecting the cactus from animals","9dd0-2043-666a-aa5f"
"wheels are a part of a  car","ee81-6896-fd50-40b6"
"the cell membrane is a part of a  cell","18c9-8e1d-c07f-850a"
"a cell nucleus  is a part of a  cell","88b6-8bff-95aa-75e1"
"the brain is a part of the  central nervous system","9adf-5c73-e94c-f250"
"the spinal cord is a part of the  central nervous system","4aa7-c643-26d8-965b"
"blood is a part of the  circulatory system","e576-3be7-5e76-3b07"
"capillaries   are a part of the  circulatory system","a5e5-31e1-9bd6-aecd"
"veins; arteries  are a part of the  circulatory system","ca03-b6ef-ae27-1535"
"a microorganism is a part of a  compost pile","4eea-4745-39cb-2779"
"a seashell is a part of a  crab for protecting the crab","fb95-007e-8829-b2aa"
"the afternoon is  a part of the  day","6349-70d1-a00d-308e"
"the esophagus  is a part of the  digestive system","00f8-d40c-40bb-d78a"
"the intestines  are a part of the  digestive system","1a59-b031-9090-8933"
"the mouth  is a part of the  digestive system used for eating","4677-279f-1c3b-2333"
"a small intestine  is a part of a human's; animal's digestive system for the digestion of proteins","8df9-e442-bb72-474f"
"the stomach  is a part of the   digestive system","89e6-524b-d877-7386"
"a stomach  is a part of a human's; animal's digestive system for the digestion of proteins","2205-7909-1511-8ae9"
"the ground  is part of the  Earth","5c63-e482-de31-72c0"
"a tail is not part of an  egg cell","ca64-1ce2-39c6-1ded"
